source_issue,unit,bucket_years,topic,requested_start,requested_end,observed_start,observed_end,numerator,denominator,share_percent,partial_period,support_status,interval_status
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1890,1899,1890,1899,0,1689,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1900,1909,1900,1909,3,1982,0.15136226034308778,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1910,1919,1910,1919,4,1393,0.2871500358937545,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1920,1929,1920,1929,8,1050,0.7619047619047619,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1930,1939,1930,1939,2,904,0.22123893805309736,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1940,1949,1940,1949,37,874,4.233409610983982,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1950,1959,1951,1959,190,750,25.333333333333336,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1960,1969,1960,1969,861,4248,20.268361581920903,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1970,1979,1970,1979,164,1637,10.01832620647526,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1980,1989,1980,1989,439,2523,17.39992072929053,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,1990,1999,1990,1999,130,1849,7.030827474310438,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,2000,2009,2000,2009,49,1498,3.2710280373831773,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,2010,2019,2010,2019,123,2516,4.888712241653418,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Cold War & Great-Power Rivalry,2020,2029,2020,2026,320,3096,10.335917312661499,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1780,1789,1789,1789,0,14,0.0,True,low_support,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1790,1799,1790,1799,0,341,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1800,1809,1800,1809,0,351,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1810,1819,1810,1819,0,385,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1820,1829,1820,1829,0,645,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1830,1839,1830,1839,0,1447,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1840,1849,1840,1849,0,1452,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1850,1859,1850,1859,0,1593,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1860,1869,1860,1869,0,1454,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1870,1879,1870,1879,0,1104,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1880,1889,1880,1889,0,1434,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1890,1899,1890,1899,0,1689,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1900,1909,1900,1909,0,1982,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1910,1919,1910,1919,0,1393,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1920,1929,1920,1929,7,1050,0.6666666666666667,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1930,1939,1930,1939,2,904,0.22123893805309736,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1940,1949,1940,1949,27,874,3.0892448512585813,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1950,1959,1951,1959,67,750,8.933333333333334,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1960,1969,1960,1969,250,4248,5.885122410546139,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1970,1979,1970,1979,85,1637,5.192425167990225,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1980,1989,1980,1989,287,2523,11.375346809353944,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,1990,1999,1990,1999,66,1849,3.569497025419145,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,2000,2009,2000,2009,37,1498,2.469959946595461,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,2010,2019,2010,2019,57,2516,2.2655007949125596,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Nuclear Weapons & Arms Control,2020,2029,2020,2026,43,3096,1.3888888888888888,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1780,1789,1789,1789,0,14,0.0,True,low_support,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1790,1799,1790,1799,0,341,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1800,1809,1800,1809,0,351,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1810,1819,1810,1819,0,385,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1820,1829,1820,1829,0,645,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1830,1839,1830,1839,0,1447,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1840,1849,1840,1849,0,1452,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1850,1859,1850,1859,0,1593,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1860,1869,1860,1869,0,1454,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1870,1879,1870,1879,0,1104,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1880,1889,1880,1889,0,1434,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1890,1899,1890,1899,1,1689,0.059206631142687975,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1900,1909,1900,1909,0,1982,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1910,1919,1910,1919,0,1393,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1920,1929,1920,1929,0,1050,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1930,1939,1930,1939,0,904,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1940,1949,1940,1949,4,874,0.4576659038901602,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1950,1959,1951,1959,25,750,3.3333333333333335,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1960,1969,1960,1969,21,4248,0.49435028248587576,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1970,1979,1970,1979,76,1637,4.642638973732438,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1980,1989,1980,1989,142,2523,5.6282203725723345,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,1990,1999,1990,1999,42,1849,2.2714981070849105,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,2000,2009,2000,2009,74,1498,4.939919893190922,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,2010,2019,2010,2019,138,2516,5.484896661367249,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Middle East & Israel,2020,2029,2020,2026,97,3096,3.133074935400517,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1780,1789,1789,1789,0,14,0.0,True,low_support,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1790,1799,1790,1799,0,341,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1800,1809,1800,1809,0,351,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1810,1819,1810,1819,0,385,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1820,1829,1820,1829,0,645,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1830,1839,1830,1839,0,1447,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1840,1849,1840,1849,0,1452,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1850,1859,1850,1859,0,1593,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1860,1869,1860,1869,0,1454,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1870,1879,1870,1879,0,1104,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"World Order, Foreign Aid & Democracy Promotion",1880,1889,1880,1889,0,1434,0.0,False,descriptive,not_estimated
