source_issue,unit,bucket_years,topic,requested_start,requested_end,observed_start,observed_end,numerator,denominator,share_percent,partial_period,support_status,interval_status
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",1940,1949,1940,1949,12,874,1.3729977116704806,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",1950,1959,1951,1959,42,750,5.6000000000000005,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",1960,1969,1960,1969,168,4248,3.954802259887006,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",1970,1979,1970,1979,127,1637,7.758094074526572,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",1980,1989,1980,1989,163,2523,6.460562822037256,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",1990,1999,1990,1999,150,1849,8.112493239588966,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",2000,2009,2000,2009,88,1498,5.874499332443257,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",2010,2019,2010,2019,292,2516,11.605723370429253,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Prosperity, Jobs & the Middle Class",2020,2029,2020,2026,226,3096,7.299741602067184,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1780,1789,1789,1789,0,14,0.0,True,low_support,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1790,1799,1790,1799,0,341,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1800,1809,1800,1809,0,351,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1810,1819,1810,1819,0,385,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1820,1829,1820,1829,0,645,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1830,1839,1830,1839,2,1447,0.138217000691085,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1840,1849,1840,1849,0,1452,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1850,1859,1850,1859,0,1593,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1860,1869,1860,1869,1,1454,0.0687757909215956,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1870,1879,1870,1879,7,1104,0.6340579710144928,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1880,1889,1880,1889,22,1434,1.5341701534170153,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1890,1899,1890,1899,21,1689,1.2433392539964476,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1900,1909,1900,1909,215,1982,10.847628657921291,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1910,1919,1910,1919,154,1393,11.055276381909549,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1920,1929,1920,1929,27,1050,2.571428571428571,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1930,1939,1930,1939,27,904,2.9867256637168142,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1940,1949,1940,1949,4,874,0.4576659038901602,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1950,1959,1951,1959,6,750,0.8,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1960,1969,1960,1969,4,4248,0.09416195856873823,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1970,1979,1970,1979,12,1637,0.7330482590103848,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1980,1989,1980,1989,3,2523,0.11890606420927466,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",1990,1999,1990,1999,0,1849,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",2000,2009,2000,2009,6,1498,0.4005340453938585,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",2010,2019,2010,2019,30,2516,1.192368839427663,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,10,"Trusts, Corporations & Antitrust",2020,2029,2020,2026,26,3096,0.8397932816537468,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1780,1799,1789,1799,0,355,0.0,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1800,1819,1800,1819,0,736,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1820,1839,1820,1839,1,2092,0.04780114722753346,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1840,1859,1840,1859,5,3045,0.16420361247947454,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1860,1879,1860,1879,0,2558,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1880,1899,1880,1899,0,3123,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1900,1919,1900,1919,0,3375,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1920,1939,1920,1939,306,1954,15.660184237461616,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1940,1959,1940,1959,14,1624,0.8620689655172413,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1960,1979,1960,1979,9,5885,0.15293118096856415,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,1980,1999,1980,1999,9,4372,0.20585544373284537,False,descriptive,not_estimated
