edge_id,edge_type,source_president_profile_id,source_president_name,target_president_profile_id,target_president_name,raw_mentions,reference_paragraph_count,distinct_speeches,function_counts,stance_counts,first_speech_date,last_speech_date,evidence_row_count,evidence_status
invocation_edge_dd7f5733cd284cce1cea0e8f7d4007dbd1fd99a898223b57417ed4a008f8ac64,actual_speaker_invokes_former_president,joe-biden,Joe Biden,barack-obama,Barack Obama,6,6,6,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":0,""unclear"":0}",2021-03-25,2024-09-24,6,AI-classified; not human-validated
invocation_edge_85d366a177e53484d1c691e9f3d091d17af0668edf12f9021f9ce4f594d70de1,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,dwight-d-eisenhower,Dwight D. Eisenhower,6,6,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":0,""unclear"":0}",1982-01-26,1987-01-27,6,AI-classified; not human-validated
invocation_edge_100399dca0afa5b53e0342ef32b1120dbec0d8474fba10ee9eb3f0472e8e0bd3,actual_speaker_invokes_former_president,barack-obama,Barack Obama,ronald-reagan,Ronald Reagan,6,6,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":1,""unclear"":0}",2009-12-10,2015-03-07,6,AI-classified; not human-validated
invocation_edge_9f15ab4be79420c595606b4843263936b4371c7fa8d6d454b4ff9198ad75b443,actual_speaker_invokes_former_president,barack-obama,Barack Obama,bill-clinton,Bill Clinton,6,6,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":1,""unclear"":0}",2008-08-28,2012-09-06,6,AI-classified; not human-validated
invocation_edge_24f4c4f4812d350b04c1a81dfbee54fb93bf951c00bd7bff1336b8349421d793,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,george-washington,George Washington,7,5,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":7,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",1961-03-13,1963-09-26,7,AI-classified; not human-validated
invocation_edge_068ee80c2522495ad3e382e27c84ad79cc65b704c737b1e104782a2dbb667ace,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,harry-s-truman,Harry S. Truman,6,5,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":0,""unclear"":0}",2002-06-07,2007-01-23,6,AI-classified; not human-validated
invocation_edge_cc474be5a6820fe8cc79b58ecf6183cf08dc090e8b66b3882d3aab71ad2c8923,actual_speaker_invokes_former_president,ulysses-s-grant,Ulysses S. Grant,john-quincy-adams,John Quincy Adams,6,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":0,""unclear"":0}",1870-06-13,1876-05-04,6,AI-classified; not human-validated
invocation_edge_0f60d106163ca15e042f0178a1f59a6bf1e407dd475c33f142d3ca31a914a1c5,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,harry-s-truman,Harry S. Truman,6,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":6,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":1,""unclear"":0}",1976-10-06,1980-08-14,6,AI-classified; not human-validated
invocation_edge_b68a2d0613e24c920aa1053bd17112b972c976ffa3dce59f1fd5d65df9b55e48,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,gerald-ford,Gerald Ford,6,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":3,""unclear"":0}",1977-03-09,1980-10-28,6,AI-classified; not human-validated
invocation_edge_fe146982764aa6b49f951fd0ff92c94d9f9d613a3933ea1e9cef42703b76fdc7,actual_speaker_invokes_former_president,calvin-coolidge,Calvin Coolidge,thomas-jefferson,Thomas Jefferson,6,5,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":1,""unclear"":0}",1926-07-05,1927-08-10,6,AI-classified; not human-validated
invocation_edge_2b29a2aaf12f03011d1218ab416e9986dc6054b2e2bee2215b45b38d1e873fc3,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,george-washington,George Washington,5,5,5,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1934-06-28,1942-02-23,5,AI-classified; not human-validated
invocation_edge_d403c4e917a3f05381ea0b1f0bcb7dbf947b000306382bf82a40a40d221188a9,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,abraham-lincoln,Abraham Lincoln,5,5,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1934-09-30,1940-07-19,5,AI-classified; not human-validated
invocation_edge_160565bb247f80f1b4cfa952bfbd4e69ed4999c99ab41d62c96f7be404d19c34,actual_speaker_invokes_former_president,joe-biden,Joe Biden,dwight-d-eisenhower,Dwight D. Eisenhower,5,5,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",2021-03-31,2025-01-16,5,AI-classified; not human-validated
invocation_edge_5b1062416e74e129bd2a34eecd5402ff514c8fa0521006639309aade7d103529,actual_speaker_invokes_former_president,donald-trump,Donald Trump,dwight-d-eisenhower,Dwight D. Eisenhower,5,5,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":1,""legacy/inheritance"":1,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",2017-03-01,2025-09-30,5,AI-classified; not human-validated
invocation_edge_86a5e7e29b1d3fbb48f0c580d7948cb06593fbe46994692f7b7592ecd936b44e,actual_speaker_invokes_former_president,donald-trump,Donald Trump,ronald-reagan,Ronald Reagan,5,5,5,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",2018-01-26,2025-03-05,5,AI-classified; not human-validated
invocation_edge_ea264c3e7c688bdd6fefa8a8a9004360014a27a0db628edfc18f0c6f7d6a2185,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,abraham-lincoln,Abraham Lincoln,5,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":1,""unclear"":0}",1993-04-30,1996-11-03,5,AI-classified; not human-validated
invocation_edge_1d1438ea66da469cd24483093ded822ec6a41604de3b9c3d8cb39f866735124e,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,woodrow-wilson,Woodrow Wilson,5,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1964-04-20,1967-11-17,5,AI-classified; not human-validated
invocation_edge_6f76ea471bda251d37f1db7cbfa9be5402a3ef28d1a2dcbfe8c348a74fdcedea,actual_speaker_invokes_former_president,gerald-ford,Gerald Ford,franklin-d-roosevelt,Franklin D. Roosevelt,5,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1974-10-08,1976-09-23,5,AI-classified; not human-validated
invocation_edge_9b8ed84ba65935ebd2fe74c655885735b5bf93a949eb17c23586209c805f81eb,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,richard-m-nixon,Richard M. Nixon,5,5,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":3,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1993-09-22,1996-01-23,5,AI-classified; not human-validated
invocation_edge_089f5ca4f394c73a9c1f41cc06dbf21f2c1406ca60084669972f917f31308800,actual_speaker_invokes_former_president,ulysses-s-grant,Ulysses S. Grant,james-monroe,James Monroe,5,5,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":2,""unclear"":0}",1870-05-31,1876-05-04,5,AI-classified; not human-validated
invocation_edge_bdaf8f47e7449e220136ec7a77bfe5c2e0156a8479402d6c25203da92221e0ca,actual_speaker_invokes_former_president,andrew-johnson,Andrew Johnson,abraham-lincoln,Abraham Lincoln,7,4,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":2}","{""mixed"":0,""negative"":0,""neutral"":7,""positive"":0,""unclear"":0}",1865-05-02,1867-12-12,7,AI-classified; not human-validated
invocation_edge_9602e89e7d5e7e46384784ff4eaf1605333a5120ce871017b968cef348884db1,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,thomas-jefferson,Thomas Jefferson,5,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":1,""unclear"":0}",1993-01-20,2001-01-18,5,AI-classified; not human-validated
invocation_edge_518578d77c44af004e510e8a7b4dbce27d2c7c4795c4bae56f6df71901be4af7,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,franklin-d-roosevelt,Franklin D. Roosevelt,5,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1988-08-18,1992-01-28,5,AI-classified; not human-validated
invocation_edge_1ba60b9a19cd514f22f6aeb9536c764bdee636b508244fae1305a6fcc81bebe7,actual_speaker_invokes_former_president,james-buchanan,James Buchanan,james-monroe,James Monroe,5,4,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1858-12-06,1860-05-19,5,AI-classified; not human-validated
invocation_edge_0eb88a2793ec8ee5a5599506087079a49d33f114fac9bda25cf0f8f86e471c06,actual_speaker_invokes_former_president,herbert-hoover,Herbert Hoover,george-washington,George Washington,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":3}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1929-09-18,1932-10-28,4,AI-classified; not human-validated
invocation_edge_48c3f08964989eb5ef619b3c0df99603bfcdd23fdf2a2deb55a6fa1d8e359ba4,actual_speaker_invokes_former_president,gerald-ford,Gerald Ford,george-washington,George Washington,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1974-08-09,1977-01-12,4,AI-classified; not human-validated
invocation_edge_deb2be593f8c7a0b1aa0e6ef2c7992c527b4656e3757a53baa11982b204f7f34,actual_speaker_invokes_former_president,barack-obama,Barack Obama,george-washington,George Washington,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",2010-02-09,2017-01-11,4,AI-classified; not human-validated
invocation_edge_60097dc57656c1e4948014144eb66afee7d73143141d5ccc00ba47d1d44d8ac6,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,thomas-jefferson,Thomas Jefferson,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":1,""unclear"":0}",1964-02-21,1967-01-10,4,AI-classified; not human-validated
invocation_edge_ce4ddc25d9848fdbeefc910dad658deb0be9804f732e99b0c074e88e89966560,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,abraham-lincoln,Abraham Lincoln,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":1,""unclear"":0}",1960-07-15,1963-06-11,4,AI-classified; not human-validated
invocation_edge_75173ddbc3e544e814d0ea252c5e39ea122c2996b25f97515ca6cae4b7230d50,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,theodore-roosevelt,Theodore Roosevelt,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":2,""unclear"":0}",1980-10-28,1988-08-15,4,AI-classified; not human-validated
invocation_edge_99aa7cc82e6db88f5993e32013c1550d25b1f1f0fc3928610276a05e847f75c0,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,franklin-d-roosevelt,Franklin D. Roosevelt,4,4,4,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1976-10-06,1980-08-14,4,AI-classified; not human-validated
invocation_edge_c72a24ab9f0508853e36195c77406605341df3e8ffe90f84492c9ad08a2e5ba8,actual_speaker_invokes_former_president,barack-obama,Barack Obama,dwight-d-eisenhower,Dwight D. Eisenhower,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",2009-02-07,2011-01-25,4,AI-classified; not human-validated
invocation_edge_f35941bd39e1c71a8a232382cee19f78c049a51df12cfd37953466e069565fa9,actual_speaker_invokes_former_president,jimmy-carter,Jimmy Carter,dwight-d-eisenhower,Dwight D. Eisenhower,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1976-09-23,1980-10-28,4,AI-classified; not human-validated
invocation_edge_3de3fe47180d52ef04f516614a76afdd8ec7d3b9e0bb86c6c67be7523ecbcc88,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,ronald-reagan,Ronald Reagan,4,4,4,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1989-01-20,1993-01-05,4,AI-classified; not human-validated
invocation_edge_19e9574a5221a0f18b66f3615b11e6826c6210ff707730fd8384f2341d78e0dd,actual_speaker_invokes_former_president,james-k-polk,James K. Polk,thomas-jefferson,Thomas Jefferson,4,4,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":3,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1846-08-08,1848-12-05,4,AI-classified; not human-validated
invocation_edge_4958851f49cd52497ceaaa28aea31bece25d4f8f6f85b5ace4b38b2540b0355b,actual_speaker_invokes_former_president,barack-obama,Barack Obama,thomas-jefferson,Thomas Jefferson,4,4,3,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":2,""unclear"":0}",2009-06-04,2016-05-15,4,AI-classified; not human-validated
invocation_edge_2e3f0e9c57aa8d97875d3afbeafc07f2c9306b6405d3981c9a673f644379f3a3,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,william-taft,William Taft,4,4,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1960-07-15,1962-06-11,4,AI-classified; not human-validated
invocation_edge_ff3be67d5792e6a9f464cf9baed6cacb327bcf16be5003365d77abab8146dfd5,actual_speaker_invokes_former_president,joe-biden,Joe Biden,franklin-d-roosevelt,Franklin D. Roosevelt,4,4,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",2021-04-29,2024-07-25,4,AI-classified; not human-validated
invocation_edge_6596533935e24744dfe06919e49dca920634283a83cad7bf694264bb074dc560,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,george-h-w-bush,George H. W. Bush,4,4,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":1,""unclear"":0}",1993-01-20,1997-02-04,4,AI-classified; not human-validated
invocation_edge_15c10906fcff6e37fee188ebbb0669dd3054bd79bfcf68d6db0cc13b79dc185e,actual_speaker_invokes_former_president,andrew-johnson,Andrew Johnson,andrew-jackson,Andrew Jackson,4,4,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":4,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":1,""neutral"":1,""positive"":2,""unclear"":0}",1868-07-18,1868-12-08,4,AI-classified; not human-validated
invocation_edge_714ce39f27105987dd0d7b5561a33e110c784f716f5495240329e540f423f998,actual_speaker_invokes_former_president,theodore-roosevelt,Theodore Roosevelt,andrew-jackson,Andrew Jackson,4,4,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":1,""unclear"":0}",1906-12-17,1907-12-03,4,AI-classified; not human-validated
invocation_edge_864a528c5877f3810b83116b4e97c9aa0c9ce212d07ece0d7d414c3db72d07c5,actual_speaker_invokes_former_president,william-mckinley,William McKinley,grover-cleveland,Grover Cleveland,4,4,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":1}","{""mixed"":0,""negative"":1,""neutral"":3,""positive"":0,""unclear"":0}",1899-12-05,1900-12-03,4,AI-classified; not human-validated
invocation_edge_b3e62a28015618d0b3acf0008874518e6c8cd6e1af9b2ee313cf0fab361bcf96,actual_speaker_invokes_former_president,james-k-polk,James K. Polk,george-washington,George Washington,4,4,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":1,""unclear"":0}",1848-12-05,1848-12-05,4,AI-classified; not human-validated
invocation_edge_e601bca7938129cf5d0dca327c141dd000de6cfe050dd1531735c1a226dc0fe3,actual_speaker_invokes_former_president,william-harrison,William Harrison,thomas-jefferson,Thomas Jefferson,4,4,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":0,""unclear"":0}",1841-03-04,1841-03-04,4,AI-classified; not human-validated
invocation_edge_26d26a97e885b2aa53197fdb3c0c38280995026d6cb584ecf4da33bfe775bbf0,actual_speaker_invokes_former_president,william-mckinley,William McKinley,andrew-jackson,Andrew Jackson,4,4,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":1,""unclear"":0}",1898-04-11,1898-04-11,4,AI-classified; not human-validated
invocation_edge_b17c59d31b008ac5fed6fbca716429fd766dfc91761a80a82c9208fcd3fcb7a8,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,lyndon-b-johnson,Lyndon B. Johnson,4,4,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":2,""unclear"":0}",1995-10-16,1995-10-16,4,AI-classified; not human-validated
invocation_edge_c05d6f109cd0778799f41e1f919ce2623e7cf1fabc53a8756d54a4c8fe991c50,actual_speaker_invokes_former_president,james-k-polk,James K. Polk,james-madison,James Madison,6,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":5,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":6,""positive"":0,""unclear"":0}",1845-12-02,1848-12-05,6,AI-classified; not human-validated
invocation_edge_a5013456964cc6247c7fd9a1a57809cc0965d1244bdd940c956dd4d15a317774,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,harry-s-truman,Harry S. Truman,5,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":4,""positive"":1,""unclear"":0}",1989-05-12,1992-08-20,5,AI-classified; not human-validated
invocation_edge_3736822d5637846b49bd04601cce35fafd1967507c1e414b3e160f7539580f83,actual_speaker_invokes_former_president,andrew-johnson,Andrew Johnson,thomas-jefferson,Thomas Jefferson,5,3,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":4,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":5,""positive"":0,""unclear"":0}",1865-05-02,1865-12-04,5,AI-classified; not human-validated
invocation_edge_31774e5769d309387e4cd2aa89ac31299cd7377d0d23bebb9e81c941aa2afe43,actual_speaker_invokes_former_president,grover-cleveland,Grover Cleveland,george-washington,George Washington,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1885-03-04,1888-12-03,3,AI-classified; not human-validated
invocation_edge_3c5cb65c24c92000777ca661cb59f682444c6312548eab9da7fa63c6050f23bf,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,john-adams,John Adams,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":3,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1961-05-03,1963-09-26,3,AI-classified; not human-validated
invocation_edge_08994b9f1ac30a5977b553a6fcd3f95cdffd2ab67d7b9459aa92b7fa02485f35,actual_speaker_invokes_former_president,james-buchanan,James Buchanan,thomas-jefferson,Thomas Jefferson,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":1,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1858-12-06,1860-12-03,3,AI-classified; not human-validated
invocation_edge_9e9b11251b79e93b3a7046698abadeaab6d360f8f1668e80dd78c13a86145673,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,thomas-jefferson,Thomas Jefferson,3,3,3,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":3,""positive"":0,""unclear"":0}",1970-01-22,1974-01-30,3,AI-classified; not human-validated
